ID,Nombre,Categoría,Descripción,Precio (ARS)
6339,Capacitación en transformación digital,Formación y Capacitación,Servicios De Capacitación En Habilidades Y Competencias Para La Transformación Digital.,800
6349,Servicios de capacitación,Formación y Capacitación,Servicios De Capacitación Y Entrenamiento Para El Desarrollo De Competencias Del Personal.,1500
6397,Servicios de capacitación y formación en tecnologías digitales,Formación y Capacitación,Servicios De Capacitación Y Formación En Competencias Y Soluciones Tecnológicas Avanzadas.,5000
6407,Servicios de capacitación y entrenamiento en tecnologías digitales,Formación y Capacitación,"Servicios De Capacitación Especializada En Herramientas, Técnicas Y Tendencias Tecnológicas.",12000
6470,Formación en idiomas,Formación y Capacitación,Cursos De Idiomas Con Metodología Efectiva.,400
6472,Taller de emprendimiento,Formación y Capacitación,Taller Práctico De Capacitación En Emprendimiento.,600
6490,Capacitación en habilidades digitales,Formación y Capacitación,Programa De Capacitación En Competencias Digitales.,400
6522,Cursos de idiomas online,Formación y Capacitación,Cursos De Aprendizaje De Idiomas A Distancia A Través De Una Plataforma Online.,30
6605,Capacitación en Procesos de Negocio para ERP Odoo,Formación y Capacitación,Capacitación En Procesos De Negocio Para Erp Odoo.,3000
6713,Servicios de Capacitación en ERP,Formación y Capacitación,Servicios De Capacitación En El Uso De Sistemas Erp.,1000
6721,Servicios de Capacitación y Entrenamiento en ERP,Formación y Capacitación,Servicios De Capacitación Y Entrenamiento En Sistemas Erp.,1000
6778,Formación y Capacitación,Formación y Capacitación,,"1,2"
6779,Cursos en Tecnologías Digitales,Formación y Capacitación,Cursos De Formación En Tecnologías Digitales.,1800
6780,Talleres de Capacitación en Gestión,Formación y Capacitación,Talleres De Capacitación En Gestión.,1500
6781,Cursos de Formación en TI,Formación y Capacitación,Cursos En Tecnologías De La Información.,1000
6782,Capacitación en Herramientas de Gestión,Formación y Capacitación,Capacitación En Herramientas De Gestión.,800
6783,Desarrollo De Competencias Digitales,Formación y Capacitación,Desarrollo De Competencias Digitales.,1500
6784,Cursos de Formación en Tecnologías Digitales,Formación y Capacitación,Formación En Tecnologías Digitales.,1500
6785,Talleres de Capacitación en Herramientas de Gestión,Formación y Capacitación,Capacitación En Herramientas De Gestión.,800
6786,Programas de Capacitación para Empresas,Formación y Capacitación,Capacitación Para Empresas.,4000
6787,Talleres y Seminarios sobre Nuevas Tecnologías,Formación y Capacitación,Talleres Sobre Nuevas Tecnologías.,2000
6788,Programas De Capacitación En Herramientas De Gestión,Formación y Capacitación,Capacitación En Herramientas De Gestión.,2800
6789,Desarrollo de Competencias Digitales para Equipos,Formación y Capacitación,Competencias Digitales Para Equipos.,3500
6790,Capacitación en Marketing Digital,Formación y Capacitación,Capacitación En Marketing Digital,2500
6791,Capacitación en Desarrollo Web,Formación y Capacitación,Capacitación En Desarrollo Web,2000
6792,Capacitación en Uso de CRM,Formación y Capacitación,Capacitación En Crm,2500
6793,Capacitación en Análisis de Datos,Formación y Capacitación,Capacitación En Análisis De Datos,3000
6794,Formación en Gestión de Proyectos,Formación y Capacitación,Gestión De Proyectos,3500
6795,Formación en UX/UI Design,Formación y Capacitación,Formación En Ux/Ui Design,3500
6796,Capacitación en Herramientas de Análisis de Datos,Formación y Capacitación,Capacitación En Análisis De Datos,3000
6797,Formación en Tecnología Avanzada,Formación y Capacitación,Formación En Tecnología Avanzada,4000
6798,Talleres y Seminarios,Formación y Capacitación,Talleres Y Seminarios,3000
6799,Taller de Formación en Transformación Digital,Formación y Capacitación,Taller Transformación Digital,1500
6800,Taller de Innovación en Tecnología,Formación y Capacitación,Taller Innovación Tecnológica,1800
6801,Workshops and Seminars,Formación y Capacitación,Talleres Y Seminarios,800
6840,Mantenimiento de Plataformas de E-Learning,Formación y Capacitación,Mantenimiento De E-Learning,2200
6929,Plataforma E-Learning,Formación y Capacitación,Plataforma De E-Learning,3000
6937,Implementación de Plataforma de E-Learning,Formación y Capacitación,Plataforma De E-Learning,9000
7454,Capacitación en Uso de CMS,Formación y Capacitación,,
7469,Capacitación básica en CMS: Domina los fundamentos para gestionar tu sitio web,Formación y Capacitación,Capacitación básica en CMS: domina el arte de gestionar tu sitio web,
7478,Capacitación Inicial en CMS: Domina la Gestión de Contenidos para tu Sitio Web,Formación y Capacitación,Capacitación Inicial en CMS: La puerta de entrada a la gestión de contenidos,
7483,Capacitación Avanzada en E-Commerce: Domina las Estrategias y Herramientas para Impulsar tu Negocio Online,Formación y Capacitación,Capacitación Avanzada en E-Commerce: Impulsa tu Negocio Online,
7488,Capacitación Integral en Gestión Web: Domina el Arte de Crear y Administrar Sitios Web Exitosos,Formación y Capacitación,"Capacitación integral en gestión web para crear y administrar sitios web profesionales, impulsar el crecimiento digital y desarrollar habilidades valiosas.",
7493,Capacitación Integral en E-Commerce: Domina el Comercio Electrónico y Potencia tu Negocio,Formación y Capacitación,Capacitación Integral en E-Commerce: Tu puerta de entrada al éxito en el comercio electrónico.,
7500,Capacitación básica: el primer paso para tu éxito profesional,Formación y Capacitación,"Capacitación Básica: La clave para el éxito profesional. Cursos en línea y presenciales, instructores expertos, material interactivo y certificación reconocida. Mejora tus habilidades, avanza en tu carrera, gana confianz",
7508,Capacitación Inicial: ¡Adquirí las habilidades esenciales para el éxito!,Formación y Capacitación,"Capacitación Inicial: tu puerta de entrada al mundo del éxito profesional. Cursos prácticos, instructores expertos, aprendizaje flexible y certificación reconocida para mejorar tus habilidades, avanzar en tu carrera y am",
7511,Capacitación Avanzada: Dominá las últimas tendencias y llevá tu carrera al siguiente nivel,Formación y Capacitación,"Capacitación Avanzada: La clave para el éxito profesional. Cursos especializados, instructores expertos, aprendizaje práctico, certificaciones reconocidas y flexibilidad para mejorar habilidades, ampliar conocimientos, a",
7520,Capacitación en Nuevas Funcionalidades: ¡Mejora tus habilidades y lleva tu negocio al siguiente nivel!,Formación y Capacitación,Capacitación en Nuevas Funcionalidades: Impulsa tu Negocio al Siguiente Nivel,
7524,Formación de Usuarios Avanzada: Domina tus habilidades y lleva tu productividad al siguiente nivel,Formación y Capacitación,Capacitación de Usuarios Avanzada: Domina tus herramientas y potencia tu productividad,800
7539,Capacitación Inicial: ¡Adquirí las habilidades esenciales para triunfar!,Formación y Capacitación,"Capacitación Inicial: ¡Tu puerta de entrada al mundo del éxito profesional! Cursos prácticos, instructores expertos, aprendizaje flexible y certificación reconocida para mejorar tus habilidades, avanzar en tu carrera y a",1000
7587,Implementación de soluciones de e-Learning,Formación y Capacitación,Soluciones De E-Learning,800
7612,Capacitación en gestión de proyectos,Formación y Capacitación,Capacitación En Gestión De Proyectos,800
7619,Capacitación en analítica de datos,Formación y Capacitación,Capacitación En Analítica De Datos,600
7627,Capacitación en inteligencia artificial,Formación y Capacitación,Capacitación En Ia,800
7636,Capacitación en liderazgo y gestión de equipos,Formación y Capacitación,Capacitación En Liderazgo,900
7680,Online Learning Platforms,Formación y Capacitación,Plataformas De Aprendizaje En Línea,
7685,Technology Training,Formación y Capacitación,Formación Tecnológica,
7742,Consultoría en transformación organizacional y desarrollo de capacidades digitales,Formación y Capacitación,Transformación Organizacional Y Capacidades Digitales,
7763,Consultoría en transformación organizacional y desarrollo de habilidades digitales para el personal,Formación y Capacitación,Consultoría,
7770,Consultoría en transformación organizacional y desarrollo de capacidades digitales para el personal,Formación y Capacitación,Consultoría,
7783,Consultoría en Transformación Organizacional,Formación y Capacitación,Transformación Organizacional Y Habilidades Digitales,
7802,Transformación organizacional y desarrollo digital,Formación y Capacitación,Transformación Organizacional Y Desarrollo Digital.,
7822,Capacitación en Ciberseguridad,Formación y Capacitación,Capacitación En Ciberseguridad,
7833,Gestión de Proyectos Ágiles,Formación y Capacitación,Gestión De Proyectos Ágiles,
7860,Capacitación y Entrenamiento en Herramientas Digitales,Formación y Capacitación,Capacitación Digital,
7880,Consultoría en Estrategia de TI,Formación y Capacitación,Estrategia De Ti,
7899,Formación y Capacitación Digital,Formación y Capacitación,Capacitación En Transformación Digital,
7900,Gestión de Proyectos Digitales,Formación y Capacitación,Gestión De Proyectos Digitales,
7939,Capacitación en Herramientas Digitales,Formación y Capacitación,Formación En Herramientas Digitales,
7970,Plataforma de Aprendizaje en Línea,Formación y Capacitación,Cursos Y Recursos Educativos En Línea,
8007,Gestión de Proyectos Ágiles con IA,Formación y Capacitación,Solución De Gestión De Proyectos Ágiles Con Ia,
8018,Consultoría especializada,Formación y Capacitación,Consultoría De Expertos En Áreas Especializadas.,
8019,Capacitación y formación,Formación y Capacitación,Capacitación Y Formación De Usuarios.,
8030,Planificación estratégica,Formación y Capacitación,Consultoría En Planificación Estratégica Para Empresas.,
8031,Consultoría legal,Formación y Capacitación,Servicios De Consultoría Y Asesoría Legal Para Empresas.,
8032,Traducción e interpretación,Formación y Capacitación,Servicios De Traducción E Interpretación Multilingüe.,
8033,Capacitación empresarial,Formación y Capacitación,Servicios De Capacitación Y Entrenamiento Corporativo.,
8047,Capacitación en habilidades blandas,Formación y Capacitación,Servicios De Capacitación En Competencias Blandas Para Profesionales.,
8050,Capacitación en transformación digital,Formación y Capacitación,Servicios De Capacitación En Habilidades Y Competencias Para La Transformación Digital.,
8060,Servicios de capacitación,Formación y Capacitación,Servicios De Capacitación Y Entrenamiento Para El Desarrollo De Competencias Del Personal.,
8108,Servicios de capacitación y formación en tecnologías digitales,Formación y Capacitación,Servicios De Capacitación Y Formación En Competencias Y Soluciones Tecnológicas Avanzadas.,
8118,Servicios de capacitación y entrenamiento en tecnologías digitales,Formación y Capacitación,"Servicios De Capacitación Especializada En Herramientas, Técnicas Y Tendencias Tecnológicas.",
8180,Formación en idiomas,Formación y Capacitación,Cursos De Idiomas Con Metodología Efectiva.,
8182,Taller de emprendimiento,Formación y Capacitación,Taller Práctico De Capacitación En Emprendimiento.,
8192,Capacitación en habilidades digitales,Formación y Capacitación,Programa De Capacitación En Competencias Digitales.,
8224,Cursos de idiomas online,Formación y Capacitación,Cursos De Aprendizaje De Idiomas A Distancia A Través De Una Plataforma Online.,
8307,Capacitación en Procesos de Negocio para ERP Odoo,Formación y Capacitación,Capacitación En Procesos De Negocio Para Erp Odoo.,
8414,Capacitación en ERP: Optimiza tus procesos empresariales con nuestros programas personalizados,Formación y Capacitación,Servicios de Capacitación en el Uso de Sistemas ERP,
8422,Capacitación y Entrenamiento en ERP: Maximiza la Adopción y Aprovechamiento de tu Sistema,Formación y Capacitación,Servicios de Capacitación y Entrenamiento en Sistemas Erp,
5881,SEO Basic Package,Marketing Digital,Seo Básico,2000
5884,Advanced SEO Package,Marketing Digital,Seo Avanzado,4000
5887,Social Media Management,Marketing Digital,Gestión De Redes Sociales,3500
5890,Email Marketing Campaign,Marketing Digital,Campañas De Email Marketing,2000
5894,Graphic Design Services,Marketing Digital,Diseño Gráfico Personalizado,3000
5895,Content Creation and Management,Marketing Digital,Gestión De Contenido,4000
5896,Keyword Optimization for SEO,Marketing Digital,Optimización De Palabras Clave,1500
5897,Automated Email Marketing,Marketing Digital,Email Marketing Automatizado,2500
5911,Integración en Estrategias de Marketing,Marketing Digital,Integración De Marketing Con Herramientas Open Source,4000
5953,Automatización de Marketing,Marketing Digital,Automatización De Marketing,
5971,Implementación de soluciones de automatización de marketing,Marketing Digital,Automatización De Marketing,9000
5998,Implementación de soluciones de automatización de marketing y personalización de campañas a escala,Marketing Digital,Marketing,8000
6057,Segmentación Avanzada para Estrategias de Marketing,Marketing Digital,Segmentación De Audiencias Y Personalización De Contenido.,4500
6065,Marketing Digital,Marketing Digital,Segmentación De Mercado,
6101,Servicios de Marketing Digital,Marketing Digital,Marketing Digital,3500
6133,SEO (Optimización de Motores de Búsqueda),Marketing Digital,Optimización Seo,4500
6134,Generación de Contenido Personalizado y Relevante,Marketing Digital,Creación De Contenido,4200
6158,Automatización de Campañas de Marketing,Marketing Digital,Automatización De Marketing,8000
6159,Optimización de Procesos de Ventas y Generación de Leads,Marketing Digital,Optimización De Ventas,7000
6164,Personalización de Experiencias en Tiempo Real,Marketing Digital,Personalización En Tiempo Real,7000
6169,Recomendaciones de Productos Personalizadas,Marketing Digital,Recomendaciones Personalizadas,4500
6172,Diseño de Identidad Corporativa,Marketing Digital,Diseño De Identidad Corporativa,3500
6173,Gestión de Redes Sociales,Marketing Digital,Gestión De Redes Sociales,2500
6178,Generación de Contenido Personalizado,Marketing Digital,Generación De Contenido Personalizado,3500
6180,Algoritmos de Marketing Digital,Marketing Digital,Optimización De Marketing Con Ia,100
6184,Análisis De Datos De Marketing,Marketing Digital,Análisis De Marketing Con Ia,220
6186,Email Marketing con IA,Marketing Digital,Automatización De Email Marketing,150
6187,Gestión de Redes Sociales con IA,Marketing Digital,Gestión De Redes Sociales,180
6189,Plataforma de Email Marketing con IA,Marketing Digital,Email Marketing Con Ia,200
6191,Plataforma de Marketing Digital con IA,Marketing Digital,Marketing Digital Automatizado,250
6192,Optimización de Contenido con IA,Marketing Digital,Optimización De Contenido Con Ia,180
6196,Optimización de Contenido SEO,Marketing Digital,Optimización Seo,200
6197,Generación Automática de Contenido,Marketing Digital,Generación De Contenido Automático,220
6199,Optimización de Estrategias de Marketing,Marketing Digital,Optimización De Marketing,260
6210,Optimización de Estrategias Digitales,Marketing Digital,Optimización Digital,250
6224,Plataforma de Gestión de Campañas Publicitarias,Marketing Digital,Gestión De Campañas Publicitarias,1500
6229,Plataforma de Gestión de Afiliados,Marketing Digital,Gestión De Programas De Afiliados,1300
6236,Plataforma de Marketing de Contenidos,Marketing Digital,Optimización De Marketing De Contenidos,450
6241,Plataforma de Gestión de Redes Sociales,Marketing Digital,Gestión De Redes Sociales,300
6250,Plataforma de Automatización de Tareas de Marketing,Marketing Digital,Automatización De Tareas De Marketing,400
6263,Gestion de Anuncios Facebook (no incluye monto de pauta),Marketing Digital,Gestión De Anuncios Facebook,
6264,Gestion de Anuncios y Creacion de contenido basico Facebook entre 1 y 5 posteos (no incluye monto de pauta),Marketing Digital,Gestión De Anuncios Y Creación De Contenido Básico Facebook,299
6265,Gestion de Anuncios Facebook con contenido nivel intermedio entre 5 y 10 posteos (no incluye monto de pauta),Marketing Digital,Gestión De Anuncios Facebook Con Contenido Intermedio,499
6273,Video spot publicitario baja complejidad,Marketing Digital,Video Spot Publicitario Básico,
6280,Plataformas para Automatización de Marketing,Marketing Digital,Plataforma De Automatización De Marketing Con Ia,149
6282,Gestión de Campañas de Marketing con IA,Marketing Digital,Plataforma De Gestión De Campañas De Marketing Con Ia,249
6283,Lead Scoring con IA,Marketing Digital,Solución De Lead Scoring Basada En Ia,99
6284,Análisis de Atribución de Marketing con IA,Marketing Digital,Solución De Análisis De Atribución De Marketing Con Ia,199
6302,Facilita la ideación y generación de contenidos,Marketing Digital,Herramienta De Generación De Contenidos,40
6314,Diseño gráfico,Marketing Digital,Diseño Gráfico Y Branding.,1000
6329,Diseño gráfico y branding,Marketing Digital,Servicios De Diseño Gráfico Y Desarrollo De Marca.,3000
6330,Producción de contenido audiovisual,Marketing Digital,Servicios De Producción De Contenido Audiovisual Para Marketing Y Comunicación.,4500
6331,Consultoría en marketing digital,Marketing Digital,Servicios De Consultoría En Estrategia Y Ejecución De Marketing Digital.,3500
6332,Campaña de publicidad,Marketing Digital,"Servicios De Planificación, Creación Y Ejecución De Campañas Publicitarias.",6000
6345,Servicios de diseño gráfico,Marketing Digital,"Servicios De Creación De Diseños Gráficos, Piezas De Publicidad Y Materiales Corporativos.",3000
6391,Servicios de diseño gráfico y multimedia,Marketing Digital,"Servicios De Diseño Y Producción De Material Gráfico, Audiovisual Y Multimedia.",8000
6454,Creación de presentaciones,Marketing Digital,Servicio De Diseño De Presentaciones Profesionales.,70
6457,Edición de videos,Marketing Digital,Servicio Completo De Edición Profesional De Videos.,250
6458,Diseño de logotipos,Marketing Digital,Servicio De Diseño Profesional De Logotipos.,150
6459,Diseño de material promocional,Marketing Digital,Servicio De Diseño De Material Promocional.,300
6462,Campañas de marketing digital,Marketing Digital,Servicio Integral De Campañas De Marketing Digital.,500
6463,Optimización Seo,Marketing Digital,Servicio De Optimización De Seo Para Posicionamiento Web.,500
6464,Consultoría de marketing digital,Marketing Digital,Servicio De Consultoría Integral En Marketing Digital.,1500
6466,Fotografía profesional,Marketing Digital,Servicio De Fotografía Profesional A Medida.,500
6467,Producción de video,Marketing Digital,Servicio De Producción De Videos Profesionales.,1000
6475,Servicio de SEO,Marketing Digital,Servicio De Optimización Seo Para Mejorar El Posicionamiento Web.,1200
6476,Campaña de email marketing,Marketing Digital,Servicio De Email Marketing Para Campañas Efectivas.,500
6477,Fotografía de producto,Marketing Digital,Servicio De Fotografía De Productos Para Catálogos Y Ecommerce.,300
6488,Producción de video corporativo,Marketing Digital,Producción De Videos Corporativos Y De Marca.,2000
6491,Diseño de logotipo,Marketing Digital,Creación De Logotipos Y Marcas.,500
6492,Campaña de publicidad en redes sociales,Marketing Digital,Publicidad En Redes Sociales Para Impulsar Marcas Y Productos.,1200
6493,Auditoría de SEO,Marketing Digital,Evaluación Y Optimización Del Posicionamiento En Buscadores.,800
6496,Redacción de contenidos,Marketing Digital,Redacción De Contenidos Persuasivos Y De Calidad.,600
6497,Diseño de folleto,Marketing Digital,Diseño De Piezas Gráficas Impresas Para Marketing.,300
6498,Diseño de infografía,Marketing Digital,Diseño De Piezas Visuales Informativas Y De Alto Impacto.,400
6499,Video promocional,Marketing Digital,"Creación De Contenido Audiovisual Para Promocionar Una Marca, Producto O Servicio.",800
6500,Diseño de presentación,Marketing Digital,Desarrollo De Presentaciones Empresariales Cautivadoras.,400
6501,Estrategia de redes sociales,Marketing Digital,Planificación Y Gestión De La Estrategia De Redes Sociales De Una Empresa.,1800
6503,Creación de contenido,Marketing Digital,Desarrollo De Contenidos Estratégicos Para Atraer Y Fidelizar A La Audiencia.,1200
6505,Campaña de social media,Marketing Digital,Ejecución De Campañas De Social Media Para Aumentar La Visibilidad Y Interacción De La Marca.,2500
6506,Diseño de identidad de marca,Marketing Digital,Diseño De La Identidad Visual De Una Marca Para Fortalecer Su Posicionamiento.,1800
6507,Estrategia de SEO,Marketing Digital,Optimización Del Posicionamiento Web Orgánico Para Aumentar La Visibilidad Y Tráfico.,2000
6508,Animación 2D,Marketing Digital,Producción De Animaciones 2D Para Comunicar Mensajes De Marca De Manera Creativa.,1000
6510,Diseño de empaques,Marketing Digital,Diseño De Empaques Y Etiquetas Para Resaltar La Presencia De Los Productos En El Mercado.,800
6512,Posicionamiento SEO,Marketing Digital,Mejora Del Posicionamiento Web Orgánico A Través De Estrategias De Seo.,1500
6513,Producción de podcast,Marketing Digital,Creación De Un Programa De Podcast Para Ofrecer Contenido De Valor A Los Oyentes.,1800
6514,Campaña de publicidad display,Marketing Digital,Implementación De Campañas De Publicidad Display Para Generar Visibilidad Y Tráfico Web.,2000
6515,Filmación de video corporativo,Marketing Digital,"Producción De Videos Corporativos Para Fines De Comunicación, Marketing Y Promoción.",3000
6524,Diseño de material impreso,Marketing Digital,Servicio De Diseño De Material Impreso Corporativo Y De Marketing.,800
6525,Animación 3D,Marketing Digital,Servicio De Producción De Animaciones 3D Fílmicas Y Para Medios Interactivos.,3500
6526,Edición de video,Marketing Digital,Servicio De Post-Producción De Videos Corporativos Y De Marketing.,1200
6527,Retoque fotográfico,Marketing Digital,Servicio De Retoque Y Edición Avanzada De Fotografías.,400
6528,Copywriting,Marketing Digital,Servicio De Creación De Contenido Publicitario Y De Marketing.,800
6533,Campaña de Google Ads: Impulsa tu negocio con publicidad efectiva en Google,Marketing Digital,Campaña de Google Ads: Impulsa tu negocio a nuevas alturas,1200
6534,"Campaña de Facebook Ads: Diseña, implementa y gestiona tu publicidad en Facebook",Marketing Digital,"Servicio de publicidad en Facebook Ads para llegar a tu público objetivo, generar clientes potenciales y aumentar las ventas.",1000
6535,Campaña de Remarketing: Recupera clientes potenciales y aumenta tus ventas,Marketing Digital,Servicio de Campaña de Remarketing para Ecommerce,900
6537,Diseño de imagen de marca,Marketing Digital,Servicio De Diseño De Imagen De Marca Completa.,800
6538,Diseño de empaquetado,Marketing Digital,Servicio De Diseño De Empaquetado Para Ecommerce.,1000
6539,Análisis SEO: Auditoría y Optimización para tu E-commerce,Marketing Digital,Servicio de análisis y auditoría SEO para e-commerce.,800
6542,Estrategia de Email Marketing para Ecommerce: Diseña y Automatiza tus Campañas,Marketing Digital,Servicio de Estrategia de Email Marketing para Ecommerce,1500
6545,Optimización SEO para Ecommerce: Mejora tu Posicionamiento y Tráfico,Marketing Digital,"Servicio de optimización SEO para e-commerce que mejora la visibilidad, atrae tráfico calificado, aumenta las conversiones y genera un retorno de la inversión.",2500
6555,Servicio de SEO Ecommerce,Marketing Digital,Servicio De Optimización Seo Para Ecommerce.,2500
6556,Servicio de Publicidad Paid,Marketing Digital,Servicio De Publicidad De Pago (Paid Advertising) Para Ecommerce.,3000
6561,Servicio de Gestión de Contenidos,Marketing Digital,Servicio De Gestión De Contenidos Para Ecommerce.,2500
6562,Servicio de Optimización SEO,Marketing Digital,Servicio De Optimización Seo Para Ecommerce.,3500
6563,Servicio de Gestión de Redes Sociales,Marketing Digital,Servicio De Gestión De Redes Sociales Para Ecommerce.,2200
6564,"Servicio de Email Marketing para Ecommerce: Segmentación, Diseño, Contenido, Monitoreo y Optimización",Marketing Digital,Servicio de Email Marketing para Ecommerce: Tu aliado para conectar con tus clientes,1800
6565,Servicio de Publicidad Digital,Marketing Digital,Servicio De Publicidad Digital Para Ecommerce.,4000
6574,Servicio de Gestión de Contenidos y Copywriting,Marketing Digital,Servicio De Gestión De Contenidos Y Copywriting Para Ecommerce.,2000
6575,Servicio de Gestión de Campañas de Publicidad Digital,Marketing Digital,Servicio De Gestión De Campañas De Publicidad Digital Para Ecommerce.,4000
6576,Servicio de Gestión de Redes Sociales para Ecommerce,Marketing Digital,Servicio De Gestión De Redes Sociales Para Ecommerce.,3000
6586,Servicio de Gestión de Publicidad en Redes Sociales,Marketing Digital,Servicio De Gestión De Publicidad En Redes Sociales Para Ecommerce.,3500
6589,Servicio de Implementación de Estrategia de Email Marketing,Marketing Digital,Servicio De Implementación De Estrategia De Email Marketing Para Ecommerce.,5000
6593,Servicio de Desarrollo de Programa de Afiliación: Aumenta el Tráfico y las Ventas de tu Ecommerce,Marketing Digital,Servicio de Desarrollo de Programa de Afiliación para E-commerce: Impulsa tu negocio online con alianzas estratégicas.,5000
6636,Marketing Digital con IA,Marketing Digital,Optimización De Estrategias De Marketing Digital Con Ia.,1000
6646,Publicidad en Plataformas de Ecommerce,Marketing Digital,Publicidad Y Promoción En Plataformas De Comercio Electrónico.,1000
6659,Optimización SEO para Ecommerce: Mejora tu visibilidad y posicionamiento en línea,Marketing Digital,Optimización SEO para Tiendas Virtuales: Impulsa tu tienda virtual al éxito,1000
6660,Campañas de Marketing para Ecommerce: Atrae y Fideliza Clientes en Línea,Marketing Digital,Campañas de Marketing para Ecommerce: Impulsa tu Negocio Online,1500
6664,Desarrollo de Contenido para Ecommerce: Mejora el Engagement y la Experiencia del Cliente,Marketing Digital,Generación De Contenido Para Tiendas Virtuales,1000
6671,Estrategia de Marketing Digital para Ecommerce: Impulsa tu Tienda Virtual,Marketing Digital,Servicios de Estrategia de Marketing Digital para Ecommerce,2000
6682,Servicios de Publicidad Ecommerce,Marketing Digital,Soluciones De Publicidad Digital Para Ecommerce.,1200
6689,Servicios de Optimización SEO Ecommerce,Marketing Digital,Servicios De Optimización Seo Para Ecommerce.,1500
6697,Servicios de Marketing Multicanal Ecommerce,Marketing Digital,Servicios De Marketing Multicanal Para Ecommerce.,3000
6703,Servicios de Gestión de Contenidos Ecommerce,Marketing Digital,Servicios De Gestión De Contenidos Para Ecommerce.,1500
6705,Servicios de Implementación de Cupones y Promociones Ecommerce,Marketing Digital,Servicios De Implementación De Cupones Y Promociones Para Ecommerce.,1200
6706,Servicios de Automatización de Marketing Ecommerce,Marketing Digital,Servicios De Automatización De Marketing Para Ecommerce.,2000
6743,Desarrollo De Estrategias Digitales,Marketing Digital,Estrategias Digitales Personalizadas.,2200
6750,Auditoría SEO,Marketing Digital,Auditoría De Seo,800
6759,Desarrollo de Estrategias de Marketing Digital,Marketing Digital,Estrategias De Marketing Digital,4000
6766,Consultoría en Estrategias de Marketing Digital,Marketing Digital,Estrategias De Marketing Digital,5500
6806,Optimización SEO Básico,Marketing Digital,Optimización Seo Básica.,150
6807,Estrategias de Marketing Digital,Marketing Digital,Estrategias De Marketing Digital,3200
6808,Optimización SEO y SEM,Marketing Digital,Optimización Seo Y Sem.,2500
6809,Campañas SEM,Marketing Digital,Publicidad En Motores De Búsqueda.,1500
6810,Campañas de Email Marketing,Marketing Digital,Marketing Por Correo Electrónico.,800
6811,Estrategias de SEO,Marketing Digital,Estrategias De Optimización En Buscadores.,2500
6812,Campañas de SEM,Marketing Digital,Gestión De Campañas En Motores De Búsqueda.,3000
6813,Generación De Leads,Marketing Digital,Generación Y Automatización De Leads.,2500
6814,Campañas en Redes Sociales,Marketing Digital,Campañas En Redes Sociales.,1200
6815,Estrategias de SEO y SEM,Marketing Digital,Estrategias De Seo Y Sem.,2500
6816,Generación de Leads y Automatización de Marketing,Marketing Digital,Generación De Leads.,3000
6817,Campañas de Google Ads,Marketing Digital,Campañas De Google Ads,500
6818,Producción de Videos Promocionales,Marketing Digital,Producción De Videos Promocionales,1200
6819,Campañas de Redes Sociales,Marketing Digital,Campañas En Redes Sociales.,350
6820,Creación de Video Spot Publicitario,Marketing Digital,Video Spot Publicitario,2000
6821,Video Spot Publicitario Básico,Marketing Digital,Video Spot Básico,1000
6847,Video Promotional,Marketing Digital,Video Promocional,1000
7459,Informe de Optimización SEO: Mejora tu Posicionamiento en Buscadores,Marketing Digital,"Informe de Optimización SEO: La clave para el éxito en línea. Análisis exhaustivo, recomendaciones personalizadas y seguimiento de resultados para mejorar la visibilidad, el tráfico y las conversiones.",
7468,SEO básico: Optimiza tu sitio web para los motores de búsqueda,Marketing Digital,SEO básico: la clave para mejorar la visibilidad de tu sitio web,
7477,Optimización SEO Básica: Mejora el posicionamiento de tu sitio web,Marketing Digital,Optimización SEO Básica: Impulsa tu presencia online y alcanza nuevas cotas.,
7482,Optimización SEO Avanzada: Mejora el posicionamiento de tu sitio web,Marketing Digital,Optimización SEO Avanzada: Impulsa tu presencia en línea y domina los resultados de búsqueda,
7487,Optimización SEO Completa: Mejora tu visibilidad online y aumenta tus ventas,Marketing Digital,"Optimización SEO Completa: La clave para el éxito en línea. Mejora tu visibilidad, atrae tráfico calificado y aumenta las conversiones con nuestra solución integral de SEO.",
7492,Optimización SEO Exhaustiva: Mejora tu Posicionamiento y Visibilidad Online,Marketing Digital,"Optimización SEO Exhaustiva: La clave para el éxito en línea. Análisis de palabras clave, optimización de contenido, construcción de enlaces, optimización técnica y seguimiento para mejorar la visibilidad, atraer tráfico",
7555,Optimización Básica de SEO,Marketing Digital,Seo Básico,150
7559,Campaña publicitaria en Facebook e Instagram,Marketing Digital,Campaña Publicitaria,200
7561,Diseño de Identidad Visual Corporativa,Marketing Digital,Identidad Visual Corporativa,1500
7569,Generación de contenidos de marketing con IA,Marketing Digital,Contenidos De Marketing Con Ia,1000
7570,Identificación de leads calificados,Marketing Digital,Identificación De Leads,1500
7576,Automatización de campañas de marketing con IA,Marketing Digital,Marketing Automatizado Con Ia,550
7578,Gestión de Anuncios Facebook,Marketing Digital,Gestión De Anuncios En Facebook,300
7579,Diseño personalizado de tarjeta de presentación,Marketing Digital,Diseño De Tarjetas De Presentación,100
7628,Desarrollo de soluciones de automatización de marketing,Marketing Digital,Soluciones De Automatización De Marketing,1600
7663,SEO Basic Package,Marketing Digital,Seo Básico,
7666,Advanced SEO Package,Marketing Digital,Seo Avanzado,
7669,Social Media Management,Marketing Digital,Gestión De Redes Sociales,
